sep=';'
13;1984;https://images.gr-assets.com/books/1348990566m/5470.jpg;['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Young Adult', 'Fantasy', 'Juvenile', 'Kids', 'Short Stories']
14;Animal Farm;https://images.gr-assets.com/books/1424037542m/7613.jpg;['Classics', 'Fiction', 'Romance', 'Gothic', 'Literature', 'Historical Fiction', '19th Century', 'Novels', 'Classic Literature', 'Historical']
15;The Diary of a Young Girl;https://images.gr-assets.com/books/1358276407m/48855.jpg;['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Mystery Thriller', 'Historical Fiction', 'Adventure', 'Novels', 'Crime', 'Adult']
16;The Girl with the Dragon Tattoo (Millennium, #1);https://images.gr-assets.com/books/1327868566m/2429135.jpg;['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Classics', 'Japan', 'Adult', 'Novels', 'Asia', 'Adult Fiction']
17;Catching Fire (The Hunger Games, #2);https://images.gr-assets.com/books/1358273780m/6148028.jpg;['Classics', 'Fiction', 'Horror', 'Fantasy', 'Literature', 'Gothic', 'Novels', '19th Century', 'LGBT', 'Classic Literature']
18;Harry Potter and the Prisoner of Azkaban (Harry Potter, #3);https://images.gr-assets.com/books/1499277281m/5.jpg;['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Literature', 'Adventure', 'Novels', '19th Century', 'British Literature']
19;The Fellowship of the Ring (The Lord of the Rings, #1);https://images.gr-assets.com/books/1298411339m/34.jpg;['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'Gothic', 'Historical', '19th Century', 'School', 'Classic Literature']
20;Mockingjay (The Hunger Games, #3);https://images.gr-assets.com/books/1358275419m/7260188.jpg;['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'France', 'Historical', 'Novels', 'French Literature', 'Romance', 'Classic Literature']
21;Harry Potter and the Order of the Phoenix (Harry Potter, #5);https://images.gr-assets.com/books/1387141547m/2.jpg;['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'School', 'Literature', 'Novels', 'Fantasy', 'Adult', 'Science Fiction Fantasy']
22;The Lovely Bones;https://images.gr-assets.com/books/1457810586m/12232938.jpg;['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']
23;Harry Potter and the Chamber of Secrets (Harry Potter, #2);https://images.gr-assets.com/books/1474169725m/15881.jpg;['Classics', 'Fiction', 'Young Adult', 'School', 'Literature', 'Dystopia', 'Read For School', 'Novels', 'High School', 'Adventure']
24;Harry Potter and the Goblet of Fire (Harry Potter, #4);https://images.gr-assets.com/books/1361482611m/6.jpg;['Classics', 'Plays', 'Fiction', 'Romance', 'School', 'Drama', 'Read For School', 'Literature', 'High School', 'Poetry']
25;Harry Potter and the Deathly Hallows (Harry Potter, #7);https://images.gr-assets.com/books/1474171184m/136251.jpg;['Fiction', 'Classics', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Literature', 'Self Help', 'Inspirational', 'Adventure']
26;The Da Vinci Code (Robert Langdon, #2);https://images.gr-assets.com/books/1303252999m/968.jpg;['Classics', 'Fiction', 'Russia', 'Literature', 'Russian Literature', 'Novels', 'Philosophy', 'Crime', '19th Century', 'School']
27;Harry Potter and the Half-Blood Prince (Harry Potter, #6);https://images.gr-assets.com/books/1361039191m/1.jpg;['Young Adult', 'Fiction', 'Contemporary', 'Coming Of Age', 'Romance', 'Realistic Fiction', 'LGBT', 'Classics', 'Mental Health', 'Teen']
28;Lord of the Flies;https://images.gr-assets.com/books/1327869409m/7624.jpg;['Classics', 'Fiction', 'School', 'Literature', 'Historical Fiction', 'Romance', 'Novels', 'Read For School', 'High School', 'American']
29;Romeo and Juliet;https://images.gr-assets.com/books/1327872146m/18135.jpg;['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction', 'Vampires', 'Supernatural', 'Angels', 'Magic']
30;Gone Girl;https://images.gr-assets.com/books/1339602131m/8442457.jpg;['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Dystopia', 'War', 'Audiobook', 'Adventure']
31;The Help;https://images.gr-assets.com/books/1346100365m/4667024.jpg;['Fiction', 'Historical Fiction', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary', 'Audiobook', 'Classics', 'Chick Lit', 'Book Club']
32;Of Mice and Men;https://images.gr-assets.com/books/1437235233m/890.jpg;['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Historical', 'Audiobook', 'Canada', 'Coming Of Age']
33;Memoirs of a Geisha;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Adventure', 'Classics', 'Audiobook', 'Science Fiction Fantasy']
34;Fifty Shades of Grey (Fifty Shades, #1);https://images.gr-assets.com/books/1385207843m/10818853.jpg;['Classics', 'Fiction', 'Fantasy', 'Childrens', 'France', 'Young Adult', 'Philosophy', 'Literature', 'French Literature', 'Middle Grade']
35;The Alchemist;https://images.gr-assets.com/books/1483412266m/865.jpg;['Classics', 'Childrens', 'Fiction', 'Young Adult', 'Fantasy', 'Animals', 'Middle Grade', 'Juvenile', 'School', 'Chapter Books']
36;The Giver (The Giver, #1);https://images.gr-assets.com/books/1342493368m/3636.jpg;['Classics', 'Fiction', 'School', 'Historical Fiction', 'Literature', 'Read For School', 'Novels', 'High School', 'American', 'Classic Literature']
37;The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1);https://images.gr-assets.com/books/1353029077m/100915.jpg;['Fiction', 'Romance', 'Fantasy', 'Time Travel', 'Science Fiction', 'Contemporary', 'Adult', 'Chick Lit', 'Adult Fiction', 'Magical Realism']
38;The Time Traveler's Wife;https://images.gr-assets.com/books/1437728815m/14050.jpg;['Classics', 'Horror', 'Fiction', 'Fantasy', 'Vampires', 'Gothic', 'Paranormal', 'Literature', 'Audiobook', 'Supernatural']
39;A Game of Thrones (A Song of Ice and Fire, #1);https://images.gr-assets.com/books/1436732693m/13496.jpg;['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'School', 'Fantasy', 'Philosophy', 'Science Fiction Fantasy']
40;Eat, Pray, Love;https://images.gr-assets.com/books/1503066414m/19501.jpg;['Fiction', 'Classics', 'Magical Realism', 'Literature', 'Novels', 'Fantasy', 'Historical Fiction', 'Spanish Literature', 'Literary Fiction', 'Latin American']
41;The Lightning Thief (Percy Jackson and the Olympians, #1);https://images.gr-assets.com/books/1400602609m/28187.jpg;['Classics', 'Fiction', 'Young Adult', 'Literature', 'School', 'Novels', 'Coming Of Age', 'American', 'High School', 'Read For School']
42;Little Women (Little Women, #1);https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;['Fantasy', 'Fiction', 'Classics', 'Romance', 'Humor', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Comedy', 'Fairy Tales']
43;Jane Eyre;https://images.gr-assets.com/books/1327867269m/10210.jpg;['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Urban Fantasy', 'Greek Mythology', 'Magic']
44;The Notebook (The Notebook, #1);https://images.gr-assets.com/books/1385738917m/15931.jpg;['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Literature', 'Fantasy', 'Historical', 'Audiobook']
45;Life of Pi;https://images.gr-assets.com/books/1320562005m/4214.jpg;['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Historical', 'War', 'Adult Fiction', 'Adult', 'Drama', 'Literature']
46;Water for Elephants;https://images.gr-assets.com/books/1494428973m/43641.jpg;['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Science Fiction', 'Childrens', 'Middle Grade', 'Time Travel', 'Adventure', 'Science Fiction Fantasy']
47;The Book Thief;https://images.gr-assets.com/books/1390053681m/19063.jpg;['Fantasy', 'Fiction', 'Epic Fantasy', 'Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Dragons', 'Audiobook', 'Epic']
48;Fahrenheit 451;https://images.gr-assets.com/books/1351643740m/4381.jpg;['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Young Adult', 'Adventure', 'School', 'Novels', 'Read For School', 'American']
49;New Moon (Twilight, #2);https://images.gr-assets.com/books/1361039440m/49041.jpg;['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Fantasy', 'Crime', 'Adult', 'Adult Fiction', 'Drama', 'Novels']
50;Where the Sidewalk Ends;https://images.gr-assets.com/books/1168052448m/30119.jpg;['Classics', 'Young Adult', 'Fiction', 'School', 'Realistic Fiction', 'Read For School', 'Coming Of Age', 'Historical Fiction', 'Contemporary', 'Teen']
51;City of Bones (The Mortal Instruments, #1);https://images.gr-assets.com/books/1432730315m/256683.jpg;['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Fantasy', 'Adventure', 'Young Adult', 'Animals', 'Kids', 'Monsters']
52;Eclipse (Twilight, #3);https://images.gr-assets.com/books/1361038355m/428263.jpg;['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Kids', 'Food', 'Young Adult']
53;Eragon (The Inheritance Cycle, #1);https://images.gr-assets.com/books/1366212852m/113436.jpg;['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'School', 'Literature', 'Adventure', 'Read For School', 'Historical Fiction']
54;The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1);https://images.gr-assets.com/books/1327656754m/11.jpg;['Fiction', 'Fantasy', 'Classics', 'Adventure', 'Contemporary', 'Novels', 'Literature', 'Magical Realism', 'India', 'Philosophy']
55;Brave New World;https://images.gr-assets.com/books/1487389574m/5129.jpg;['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'School', 'Classic Literature', '19th Century', 'British Literature']
56;Breaking Dawn (Twilight, #4);https://images.gr-assets.com/books/1361039438m/1162543.jpg;['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary', 'Book Club', 'Novels', 'Animals']
57;The Secret Life of Bees;https://images.gr-assets.com/books/1473454532m/37435.jpg;['Classics', 'Fiction', 'Literature', 'Novels', 'Russia', 'Romance', 'Russian Literature', 'Literary Fiction', '20th Century', 'Adult']
58;The Adventures of Huckleberry Finn;https://images.gr-assets.com/books/1405973850m/2956.jpg;['Classics', 'Fiction', 'Science Fiction', 'War', 'Historical Fiction', 'Literature', 'Novels', 'Time Travel', 'American', 'Fantasy']
59;Charlotte's Web;https://images.gr-assets.com/books/1439632243m/24178.jpg;['Classics', 'Fiction', 'Horror', 'Science Fiction', 'Gothic', 'Fantasy', 'School', 'Literature', 'Novels', '19th Century']
60;The Curious Incident of the Dog in the Night-Time;https://images.gr-assets.com/books/1479863624m/1618.jpg;['Fiction', 'Historical Fiction', 'Contemporary', 'Classics', 'Novels', 'Historical', 'Literature', 'Adult', 'Adult Fiction', 'Drama']
61;The Girl on the Train;https://images.gr-assets.com/books/1490903702m/22557272.jpg;['Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult', 'Audiobook', 'Literature', 'Novels']
62;The Golden Compass (His Dark Materials, #1);https://images.gr-assets.com/books/1451271747m/119322.jpg;['Young Adult', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Fantasy', 'School', 'Childrens', 'Middle Grade', 'Read For School']
63;Wuthering Heights;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;['Classics', 'Fiction', 'War', 'Historical Fiction', 'Humor', 'Literature', 'Novels', 'Unfinished', 'American', 'Historical']
64;My Sister's Keeper;https://images.gr-assets.com/books/1369504683m/10917.jpg;['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Audiobook', 'Novels', 'Adventure', 'Adult']
65;Slaughterhouse-Five;https://images.gr-assets.com/books/1440319389m/4981.jpg;['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Classics', 'Medieval', 'Audiobook', 'British Literature', 'Novels', 'Adult']
66;Gone with the Wind;https://images.gr-assets.com/books/1328025229m/18405.jpg;['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Thriller', 'Dystopia', 'Apocalyptic', 'Audiobook', 'Classics']
67;A Thousand Splendid Suns;https://images.gr-assets.com/books/1345958969m/128029.jpg;['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Literature', 'Mystery Thriller', 'Adventure', 'Audiobook']
68;The Perks of Being a Wallflower;https://images.gr-assets.com/books/1167352178m/22628.jpg;['Classics', 'Fiction', 'Fantasy', 'Young Adult', 'Animals', 'Childrens', 'Adventure', 'Literature', 'Novels', 'Audiobook']
69;Insurgent (Divergent, #2);https://images.gr-assets.com/books/1325667729m/11735983.jpg;['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'School', 'Novels', '19th Century', 'Classic Literature', 'British Literature', 'Victorian']
70;Ender's Game (Ender's Saga, #1);https://images.gr-assets.com/books/1408303130m/375802.jpg;['Classics', 'Fiction', 'Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Literature', 'Childrens', 'Classic Literature', 'Novels']
71;Frankenstein;https://images.gr-assets.com/books/1381512375m/18490.jpg;['Classics', 'Fiction', 'Feminism', 'Mental Health', 'Psychology', 'Mental Illness', 'Literature', 'Novels', 'Poetry', 'Adult']
72;The Shining (The Shining #1);https://images.gr-assets.com/books/1353277730m/11588.jpg;['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']
73;The Host (The Host, #1);https://images.gr-assets.com/books/1318009171m/1656001.jpg;['Classics', 'Fiction', 'Literature', 'Psychology', 'Novels', 'School', 'Mental Health', 'American', 'Mental Illness', 'Contemporary']
74;Looking for Alaska;https://images.gr-assets.com/books/1394798630m/99561.jpg;['Classics', 'Fiction', 'Romance', 'Russia', 'Historical Fiction', 'Literature', 'Russian Literature', 'Novels', '19th Century', 'Classic Literature']
75;Bridget Jones's Diary (Bridget Jones, #1);https://images.gr-assets.com/books/1292060045m/227443.jpg;['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance', 'Adult', 'Audiobook', 'Scotland']
76;Sense and Sensibility;https://images.gr-assets.com/books/1397245675m/14935.jpg;['Fiction', 'Contemporary', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction', 'Realistic Fiction', 'Family', 'Novels']
77;Holes (Holes, #1);https://images.gr-assets.com/books/1327781893m/38709.jpg;['Childrens', 'Fiction', 'Classics', 'Fantasy', 'Young Adult', 'Middle Grade', 'Humor', 'Audiobook', 'Magic', 'Juvenile']
78;The Devil Wears Prada (The Devil Wears Prada, #1);https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;['Classics', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Young Adult', 'Novels', 'Magic', 'Literature', 'Audiobook']
79;The Odyssey;https://images.gr-assets.com/books/1390173285m/1381.jpg;['Fiction', 'Mystery', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Sweden', 'Thriller', 'Audiobook', 'Crime']
80;The Little Prince;https://images.gr-assets.com/books/1367545443m/157993.jpg;['Classics', 'Fiction', 'Mystery', 'Romance', 'Gothic', 'Historical Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Adult']
81;The Glass Castle;https://images.gr-assets.com/books/1400930557m/7445.jpg;['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Politics', 'School', 'Fantasy', 'Adult']
82;Into the Wild;https://images.gr-assets.com/books/1403173986m/1845.jpg;['Classics', 'Fiction', 'Historical Fiction', 'Feminism', 'Historical', 'LGBT', 'African American', 'Literature', 'Novels', 'Adult']
83;A Tale of Two Cities;https://images.gr-assets.com/books/1344922523m/1953.jpg;['Classics', 'Fiction', 'Historical Fiction', 'Young Adult', 'Coming Of Age', 'Historical', 'Literature', 'New York', 'Novels', 'Book Club']
84;Jurassic Park (Jurassic Park, #1);https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Horror', 'Thriller', 'Crime', 'Modern Classics']
85;The Giving Tree;https://images.gr-assets.com/books/1174210942m/370493.jpg;['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Classics', 'Horror', 'Literature', 'Novels', 'Apocalyptic', 'Contemporary']
86;A Time to Kill;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;['Classics', 'Fiction', 'Russia', 'Literature', 'Russian Literature', 'Philosophy', 'Novels', '19th Century', 'Classic Literature', 'Religion']
87;Night (The Night Trilogy #1);https://images.gr-assets.com/books/1473495285m/1617.jpg;['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Ireland', 'Autobiography', 'Biography Memoir', 'History', 'Irish Literature', 'Historical']
88;Paper Towns;https://images.gr-assets.com/books/1349013610m/6442769.jpg;['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Paranormal Romance', 'Magic']
89;The Princess Bride ;https://images.gr-assets.com/books/1327903636m/21787.jpg;['Classics', 'Fiction', 'Philosophy', 'Religion', 'Spirituality', 'Literature', 'Buddhism', 'German Literature', 'Novels', 'Historical Fiction']
90;The Outsiders;https://images.gr-assets.com/books/1442129426m/231804.jpg;['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'Historical', 'Literary Fiction', 'Literature', 'Novels', 'Religion', 'Adult Fiction']
91;The Maze Runner (Maze Runner, #1);https://images.gr-assets.com/books/1375596592m/6186357.jpg;['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Science Fiction', 'Science Fiction Fantasy', 'Steampunk', 'Middle Grade', 'Audiobook']
92;Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1);https://images.gr-assets.com/books/1327909092m/1202.jpg;['Classics', 'Fiction', 'Literature', 'Spanish Literature', 'Adventure', 'Novels', 'Historical Fiction', 'Spain', 'Humor', 'Classic Literature']
93;The Secret Garden;https://images.gr-assets.com/books/1327873635m/2998.jpg;['Classics', 'Philosophy', 'Literature', 'Politics', 'Science Fiction', 'Dystopia', 'Economics', 'Novels', 'Audiobook', 'Fiction']
94;One Hundred Years of Solitude;https://images.gr-assets.com/books/1327881361m/320.jpg;['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Middle Grade', 'Audiobook', 'Classics', 'Science Fiction Fantasy']
95;The Picture of Dorian Gray;https://images.gr-assets.com/books/1424596966m/5297.jpg;['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'School', 'Adventure', 'Classic Literature', 'Literary Fiction', '20th Century']
96;Fifty Shades Freed (Fifty Shades, #3);https://images.gr-assets.com/books/1336418837m/13536860.jpg;['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance', 'Love', 'Drama', 'Classics']
97;Dracula;https://images.gr-assets.com/books/1387151694m/17245.jpg;['Classics', 'Childrens', 'Fiction', 'Fantasy', 'Animals', 'Picture Books', 'Young Adult', 'Audiobook', 'Middle Grade', 'Juvenile']
98;The Girl Who Played with Fire (Millennium, #2);https://images.gr-assets.com/books/1351778881m/5060378.jpg;['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Mystery', 'Gothic', 'Literature', 'Fantasy', 'Classic Literature']
99;Fifty Shades Darker (Fifty Shades, #2);https://images.gr-assets.com/books/1358266080m/11857408.jpg;['Horror', 'Fantasy', 'Fiction', 'Vampires', 'Paranormal', 'Supernatural', 'Classics', 'Gothic', 'Urban Fantasy', 'Historical Fiction']
100;The Poisonwood Bible;https://images.gr-assets.com/books/1412242487m/7244.jpg;['Fiction', 'Classics', 'Contemporary', 'Literature', 'Literary Fiction', 'Novels', 'Historical Fiction', 'Adult Fiction', 'Coming Of Age', 'American']
101;Me Talk Pretty One Day;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;['Classics', 'Fiction', 'Literature', 'Adventure', 'Novels', 'Historical Fiction', 'American', 'Classic Literature', '19th Century', 'Unfinished']
102;Where the Wild Things Are;https://images.gr-assets.com/books/1384434560m/19543.jpg;['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Book Club', 'Feminism', 'Adult', 'Adult Fiction', 'Womens', 'Novels']
103;The Count of Monte Cristo;https://images.gr-assets.com/books/1309203605m/7126.jpg;['Fiction', 'Historical Fiction', 'Young Adult', 'Classics', 'Adult Fiction', 'Historical', 'Contemporary', 'Adult', 'Coming Of Age', 'Chick Lit']
104;The Road;https://images.gr-assets.com/books/1439197219m/6288.jpg;['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']
105;Allegiant (Divergent, #3);https://images.gr-assets.com/books/1395582745m/18710190.jpg;['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Steampunk', 'Historical Fiction', 'Fiction', 'Urban Fantasy', 'Vampires', 'Angels']
106;Bossypants;https://images.gr-assets.com/books/1481509554m/9418327.jpg;['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']
107;A Walk to Remember;https://images.gr-assets.com/books/1385738968m/3473.jpg;['Mystery', 'Classics', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Adult', 'Suspense', 'Novels']
108;Confessions of a Shopaholic (Shopaholic, #1);https://images.gr-assets.com/books/1327872404m/9416.jpg;['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Novels', 'Classics', 'Literature', 'Queer', 'Adult']
109;Les Misérables;https://images.gr-assets.com/books/1411852091m/24280.jpg;['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Novels', 'French Literature', 'School', '20th Century', 'Literary Fiction']
110;A Clash of Kings  (A Song of Ice and Fire, #2);https://images.gr-assets.com/books/1358254974m/10572.jpg;['Classics', 'Fiction', 'Russia', 'Fantasy', 'Russian Literature', 'Magical Realism', 'Literature', 'Novels', 'Historical Fiction', '20th Century']
111;The Memory Keeper's Daughter;https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png;['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Epic']
112;Me Before You (Me Before You, #1);https://images.gr-assets.com/books/1357108762m/15507958.jpg;['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Mystery', 'Paranormal', 'Suspense', 'Novels', 'Adult']
113;Catch-22;https://images.gr-assets.com/books/1463157317m/168668.jpg;['Classics', 'Fiction', 'Adventure', 'Young Adult', 'Historical Fiction', 'Literature', 'Childrens', 'School', 'Novels', 'American']
114;Tuesdays with Morrie;https://images.gr-assets.com/books/1423763749m/6900.jpg;['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult Fantasy', 'Childrens']
115;Middlesex;https://images.gr-assets.com/books/1437029776m/2187.jpg;['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Humor', 'Adventure', 'Juvenile', 'Novels']
116;The Adventures of Tom Sawyer;https://images.gr-assets.com/books/1404811979m/24583.jpg;['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Literature', 'Psychology', 'School', 'Novels', 'Adult', 'Read For School']
117;A Wrinkle in Time (A Wrinkle in Time Quintet, #1);https://images.gr-assets.com/books/1329061522m/18131.jpg;['Classics', 'Fiction', 'Travel', 'Literature', 'Novels', 'American', 'Adventure', '20th Century', 'Unfinished', 'Modern Classics']
118;The Joy Luck Club;https://images.gr-assets.com/books/1304978653m/7763.jpg;['Classics', 'Fiction', 'Fantasy', 'Literature', 'Short Stories', 'Philosophy', 'School', 'German Literature', 'Horror', 'Novels']
119;The Handmaid's Tale;https://images.gr-assets.com/books/1498057733m/38447.jpg;['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen', 'Mystery', 'Young Adult Contemporary', 'High School']
