281,28,28,4
282,28,31,4
283,29,12,5
284,30,2,3
285,30,29,3
286,30,50,3
287,32,7,4
288,32,9,3
289,32,50,4
290,37,7,4
291,37,27,4
292,37,50,5
293,38,1,5
294,38,22,5
295,38,28,4
296,38,35,5
297,41,28,4
298,41,31,3
299,41,50,5
300,42,1,5
301,42,2,5
302,42,12,4
303,42,15,4
304,42,25,3
305,42,28,5
306,42,38,3
307,42,43,2
308,42,44,3
309,42,48,5
310,42,50,5
311,43,1,5
312,43,3,2
313,43,4,4
314,43,5,4
315,43,7,4
316,43,8,4
317,43,9,4
318,43,11,5
319,43,12,5
320,43,14,2
321,43,15,5
322,43,17,3
323,43,25,5
324,43,28,4
325,43,40,3
326,43,47,1
327,43,49,4
328,43,50,4
329,44,1,4
330,44,5,4
331,44,7,5
332,44,9,5
333,44,11,3
334,44,15,4
335,44,21,2
336,44,22,4
337,44,24,3
338,44,25,2
339,44,31,4
340,44,50,5
341,45,7,3
342,45,13,5
343,45,24,3
344,45,25,4
345,45,50,5
346,48,28,2
347,49,1,2
348,49,2,1
349,49,3,3
350,49,4,2
351,49,8,3
352,49,10,3
353,49,11,3
354,49,12,4
355,49,13,3
356,49,25,2
357,49,39,2
358,49,40,1
359,49,42,4
360,49,47,5
361,49,50,1
362,50,9,4
363,52,7,5
364,52,13,5
365,52,19,5
366,52,22,5
367,52,25,5
368,53,7,3
369,53,15,5
370,53,24,3
371,53,25,4
372,53,50,4
373,54,1,4
374,54,7,4
375,54,24,1
376,54,25,4
377,54,50,5
378,55,7,3
379,56,1,4
380,56,7,5
381,56,11,4
382,56,22,5
383,56,25,4
384,56,28,5
385,56,29,3
386,56,31,4
387,56,38,2
388,56,42,4
389,56,44,4
390,56,50,5
391,57,1,5
392,57,7,4
393,57,8,4
394,57,11,3
395,57,15,4
396,57,24,3
397,57,28,4
398,57,42,5
399,57,50,5
400,58,1,5
401,58,7,5
402,58,8,4
403,58,9,4
404,58,11,5
405,58,12,5
406,58,13,3
407,58,20,1
408,58,25,4
409,58,32,5
410,58,50,4
411,59,1,2
412,59,3,4
413,59,4,4
414,59,7,4
415,59,9,4
416,59,10,4
417,59,11,5
418,59,12,5
419,59,13,5
420,59,14,5
421,59,15,5
422,59,18,4
423,59,22,4
424,59,23,5
425,59,24,4
426,59,25,4
427,59,28,5
428,59,30,5
429,59,32,4
430,59,33,3
431,59,39,4
432,59,42,5
433,59,44,4
434,59,45,5
435,59,47,5
436,59,48,5
437,59,50,5
438,60,7,5
439,60,8,3
440,60,9,5
441,60,12,4
442,60,13,4
443,60,15,4
444,60,21,3
445,60,23,4
446,60,28,5
447,60,30,5
448,60,50,5
449,62,1,2
450,62,3,3
451,62,4,4
452,62,7,4
453,62,8,5
454,62,9,4
455,62,12,4
456,62,13,4
457,62,14,4
458,62,15,2
459,62,20,4
460,62,21,3
461,62,22,4
462,62,24,4
463,62,28,3
464,62,33,1
465,62,44,3
466,62,47,4
467,62,50,5
468,63,1,3
469,63,3,2
470,63,10,4
471,63,13,4
472,63,14,4
473,63,15,3
474,63,20,3
475,63,25,4
476,63,50,4
477,64,1,4
478,64,4,3
479,64,7,4
480,64,8,4
481,64,9,4
482,64,10,5
483,64,11,4
484,64,12,5
485,64,17,3
486,64,22,4
487,64,28,4
488,64,31,4
489,64,32,1
490,64,38,3
491,64,48,5
492,64,50,5
493,65,1,3
494,65,7,1
495,65,9,5
496,65,15,5
497,65,25,4
498,65,28,4
499,65,47,2
500,65,48,5
501,65,50,5
502,66,1,3
503,66,7,3
504,66,9,4
505,66,50,5
506,67,1,3
507,67,24,4
508,68,7,3
509,68,9,4
510,68,25,4
511,69,7,5
512,69,12,5
513,69,42,5
514,69,50,5
515,70,1,4
516,70,8,4
517,70,15,3
518,70,24,4
519,70,28,4
520,70,48,4
521,70,50,4
522,71,6,3
523,71,14,5
524,72,1,4
525,72,2,3
526,72,5,4
527,72,7,1
528,72,9,5
529,72,12,5
530,72,15,5
531,72,23,4
532,72,25,5
533,72,38,3
534,72,45,5
535,72,48,4
536,72,50,2
537,73,1,2
538,73,12,5
539,73,32,4
540,74,7,4
541,74,9,4
542,74,13,4
543,74,15,4
544,75,1,4
545,75,13,5
546,75,25,5
547,76,6,5
548,76,7,4
549,76,23,5
550,76,24,2
551,76,42,3
552,77,1,5
553,77,15,2
554,77,23,4
555,77,25,2
556,77,28,5
557,77,31,3
558,77,42,5
559,79,1,4
560,79,10,5
561,79,13,3
562,79,19,5
563,79,50,4
564,80,45,4
565,80,50,3
566,81,1,4
567,81,3,4
568,81,25,5
569,81,42,4
570,82,1,4
571,82,3,2
572,82,7,3
573,82,8,4
574,82,9,4
575,82,11,4
576,82,13,2
577,82,21,1
578,82,22,3
579,82,25,2
580,82,28,3
581,82,50,5
582,83,1,4
583,83,2,4
584,83,4,2
585,83,15,4
586,83,22,5
587,83,25,2
588,83,28,4
589,83,31,5
590,83,35,1
591,83,38,5
592,83,50,3
593,84,1,2
594,84,4,3
595,84,12,5
596,84,15,4
597,84,25,3
598,85,8,4
599,85,9,4
600,85,10,4
601,85,14,4
602,85,23,4
603,85,25,2
604,85,27,4
605,85,28,4
606,85,30,3
607,85,42,3
608,85,45,3
609,85,50,5
610,87,4,5
611,87,7,4
612,87,8,5
613,87,13,3
614,87,21,3
615,87,22,4
616,87,25,4
617,87,27,4
618,87,33,3
619,87,38,5
620,87,39,3
621,87,40,3
622,87,47,3
623,87,48,4
624,87,49,5
625,87,50,5
626,89,1,5
627,89,7,5
628,89,13,2
629,89,14,4
630,89,15,5
631,89,25,5
632,89,49,4
633,89,50,5
634,90,6,4
635,90,8,5
636,90,9,4
637,90,10,5
638,90,11,4
639,90,14,5
640,90,17,4
641,90,18,3
642,90,19,3
643,90,20,4
644,90,23,5
645,90,25,5
646,90,26,4
647,90,30,5
648,90,31,4
649,90,33,4
650,90,42,4
651,90,45,3
652,91,22,5
653,91,28,4
654,91,31,5
655,91,50,5
656,92,1,4
657,92,2,3
658,92,4,4
659,92,5,4
660,92,7,4
661,92,8,5
662,92,9,4
663,92,11,4
664,92,12,5
665,92,13,4
666,92,15,3
667,92,22,3
668,92,24,3
669,92,25,3
670,92,28,3
671,92,29,3
672,92,31,4
673,92,32,3
674,92,38,3
675,92,39,3
676,92,40,3
677,92,42,4
678,92,43,3
679,92,44,3
680,92,46,4
681,92,47,4
682,92,48,4
683,92,49,3
684,92,50,5
685,93,15,5
686,94,1,4
687,94,4,4
688,94,7,4
689,94,8,5
690,94,9,5
691,94,11,5
692,94,12,4
693,94,17,2
694,94,22,4
695,94,23,5
696,94,25,3
697,94,28,4
698,94,29,2
699,94,31,4
700,94,32,5
701,94,33,3
702,94,34,1
703,94,38,2
704,94,39,3
705,94,41,3
706,94,42,4
707,94,45,5
708,94,47,5
709,94,49,4
710,94,50,5
711,95,1,5
712,95,2,2
713,95,3,1
714,95,7,5
715,95,8,5
716,95,14,5
717,95,15,4
718,95,22,4
719,95,24,3
720,95,25,3
721,95,26,3
722,95,28,4
723,95,31,4
724,95,32,1
725,95,33,3
726,95,43,2
727,95,48,4
728,95,49,3
729,95,50,5
730,96,7,5
731,96,8,5
732,96,23,5
733,96,42,1
734,96,50,5
735,97,1,4
736,97,23,5
737,97,32,5
738,97,50,5
739,98,47,4
740,99,1,4
741,99,3,3
742,99,4,5
743,99,7,4
744,99,11,5
745,99,12,5
746,99,22,5
747,99,25,3
748,99,28,3
749,99,50,5
